id,filtered_entities
bd22545c44af9e948961d48f5eacc6ec3c8867f4e21d16458b179c2734b25eca,"[{'MONEY': '1000 грн'}, {'MONEY': '518 грн'}, {'MONEY': '1000 грн'}, {'ORG': 'УДМС України'}, {'LOC': 'Кіровоградська область'}]"
bd22545c44af9e948961d48f5eacc6ec3c8867f4e21d16458b179c2734b25eca,"[{'MISC': '«біометрична афера»'}, {'ORG': 'правоохоронних органів'}, {'ORG': 'міграційної служби'}]"
bd22545c44af9e948961d48f5eacc6ec3c8867f4e21d16458b179c2734b25eca,[]
bd22545c44af9e948961d48f5eacc6ec3c8867f4e21d16458b179c2734b25eca,"[{'ORG': 'Державної міграційної служби України'}, {'ORG': 'Державне підприємство «Документ»'}, {'MISC': 'біометричного паспорта'}]"
12dbf3946b7d21c038f5f480914bae5f8b06bb2edb09398d56022daee787164e,[]
12dbf3946b7d21c038f5f480914bae5f8b06bb2edb09398d56022daee787164e,"[{'LOC': 'Чернівців'}, {'PERS': 'Наталя'}, {'LOC': 'вулиці Волкова'}, {'ORG': 'кіровоградської ветеринарної клініки'}, {'JOB': 'ветеринар'}]"
12dbf3946b7d21c038f5f480914bae5f8b06bb2edb09398d56022daee787164e,"[{'PERS': 'Сергій Корнієнко'}, {'MISC': 'вірус Ньюкасла'}, {'MISC': 'псевдочума'}, {'MISC': 'вертячка'}, {'LOC': 'Азія'}, {'LOC': 'Африці'}, {'LOC': 'Америці'}]"
12dbf3946b7d21c038f5f480914bae5f8b06bb2edb09398d56022daee787164e,"[{'PERS': 'Сергій Корнієнка'}, {'JOB': 'спеціаліст'}]"
12dbf3946b7d21c038f5f480914bae5f8b06bb2edb09398d56022daee787164e,"[{'LOC': 'Moscow'}, {'LOC': 'Russia'}, {'LOC': 'Ukraine'}, {'ORG': 'Россільгоспнагляду'}, {'JOB': 'Орнітологи'}]"
12dbf3946b7d21c038f5f480914bae5f8b06bb2edb09398d56022daee787164e,[]
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Іван Підгорський'}, {'LOC': 'Луцька'}, {'DATE': '2002-му'}, {'DATE': '2014-му'}, {'JOB': 'губернатор'}, {'JOB': 'нардеп'}, {'JOB': 'начальника УМВС України в області'}, {'JOB': 'народним міліціонером'}, {'ORG': 'Самооборона Волині'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Френк Андервуд'}, {'LOC': 'Луцьк'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Валентин Вітер'}, {'PERS': 'Володимир Бондар'}, {'LOC': 'Ратнівський район'}, {'DATE': '26 квітня'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Новообраний керівник'}, {'PERS': 'Микола Романюк'}, {'JOB': 'керівник'}, {'JOB': 'міського голови'}, {'LOC': 'Луцького'}, {'LOC': 'луцького Євромайдану'}, {'MISC': 'об\'єднаний кандидат'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'DATE': '25 лютого 2015 року'}, {'LOC': 'Волинська область'}, {'ORG': 'Волинська обласна виборча комісія'}, {'JOB': 'депутата Волинської обласної ради'}, {'LOC': 'одномандатному мажоритарному виборчому окрузі №23'}, {'PERS': 'Валерія Трикоша'}, {'QUANT': '8 років'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'JOB': 'керівник'}, {'ORG': 'обласна рада'}, {'ORG': 'ОДА'}, {'PERS': 'Дмитро Дубняк'}, {'PERS': 'Володимир Гунчик'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'JOB': 'голова'}, {'ORG': 'IA', 'ORG': 'ZIK', 'ORG': 'Волинської обласної виборчої комісії', 'ORG': 'Рада'}, {'PERS': 'Микола Євтушин'}, {'PERS': 'Володимир Бондар'}, {'PERS': 'Володимир Налькович'}, {'DATE': '22 квітня'}, {'PCT': '45%'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Віталій Тарасюк'}, {'PERS': 'Андрій Харлампович'}, {'PERS': 'Адам Харлампович'}, {'PERS': 'Валентина Муковоза'}, {'ORG': 'Громадянська позиція'}, {'ORG': 'Блок Петра Порошенка'}, {'JOB': 'водій-гранатометник'}, {'JOB': 'радник голови облдержадміністрації'}, {'JOB': 'керівник виконавчої влади району'}, {'JOB': 'працівник судової влади району'}, {'MONEY': '2299'}, {'MONEY': '35'}, {'MONEY': '45'}, {'MONEY': '1273'}, {'MONEY': '19'}, {'MONEY': '5'}, {'MONEY': '105'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Валентина Вітера'}, {'ORG': 'ВО «Свобода»'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Валентин'}, {'PERS': 'Вітер'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Валентин Вітер'}, {'ORG': 'Вголос'}, {'ORG': 'Свобода'}, {'LOC': 'Волинській облраді'}, {'DATE': '5 травня'}, {'DATE': '29 квітня'}, {'DATE': '21 листопада 2014 року'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Валентину Вітеру'}, {'ORG': 'Луцької міської ради'}, {'PERS': 'Микола Романюк'}, {'ORG': 'облради'}, {'LOC': 'обласному центрі'}]"
0bc9a996effe004fcf52fce0e729f859fe74583789eb050ee664a0352526ac87,"[{'PERS': 'Олександр Пирожик'}, {'LOC': 'Луцьк'}, {'LOC': 'Сапалаївка-річка'}, {'PERS': 'Данильчук'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'PERS': 'Олексій Жмеренецький'}, {'ORG': 'Українська правда'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,[]
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,[]
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'PERS': 'Жмеренецький'}, {'ORG': 'олігархічних сил'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'PERS': 'Георгій Чижов'}, {'ORG': 'РФ'}, {'JOB': 'Політолог'}, {'ORG': 'ДНР'}, {'PERS': 'Путін'}, {'PERS': 'Ігор Гіркін'}, {'JOB': 'Будівник'}, {'JOB': 'міністр оборони'}, {'JOB': 'російський офіцер'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'LOC': 'Росія'}, {'LOC': 'Чечня'}, {'ORG': 'Російська Федерація'}, {'LOC': 'Північний Кавказ'}, {'LOC': 'Татарстану'}, {'LOC': 'Башкирії'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'ORG': 'Росією'}, {'MISC': 'XXI століття'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'PERS': 'Георгій Чижов'}, {'PERS': 'Олег Медведєв'}, {'ORG': 'Президент України'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'PERS': 'Путін'}, {'DATE': '9 травня'}, {'ORG': 'ДНР'}, {'ORG': 'ЛНР'}, {'QUANT': '200'}, {'QUANT': '70'}, {'QUANT': '900'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'ORG': 'ДНР'}, {'ORG': 'ЛНР'}]"
c16a05c8d949e459fe3de4aa1b4f8ddd9a1438f4f2b876fd9397c74605254527,"[{'ORG': 'Росії'}, {'LOC': 'Україну'}, {'ORG': 'Кремля'}, {'PERS': 'Президента'}]"
1631e88b93dd4c5eb1713d2674f6652daa93ef93c12058ab12d2a35d87de5e6a,"[{'LOC': 'Чернівцях'}, {'ORG': 'Кубок України'}, {'ORG': 'ФОК «Олімпія»'}, {'JOB': 'тренер'}, {'JOB': 'заслужений майстер спорту'}, {'PERS': 'Віктор Рогатін'}, {'PERS': 'Тетяна Коб'}]"
1631e88b93dd4c5eb1713d2674f6652daa93ef93c12058ab12d2a35d87de5e6a,"[{'PERS': 'Олександра Федіс'}, {'PERS': 'Тетяна Коб'}, {'PERS': 'Сніжана Холодкова'}, {'ORG': 'Ковельський міськвиконком'}, {'ORG': 'Україна'}, {'ART': 'Кубок України'}, {'DATE': '2009 рік'}, {'DATE': '2010 рік'}]"
1631e88b93dd4c5eb1713d2674f6652daa93ef93c12058ab12d2a35d87de5e6a,"[{'LOC': 'Чернівців'}, {'LOC': 'Волинська область'}, {'LOC': 'Харківська область'}, {'LOC': 'Чернігівська область'}, {'ORG': 'команда киян'}]"
4931e7d5698cb5717e35c3812dbf5be5a9b5a4b81638592602bed1f3cf87ecaf,"[{'JOB': 'депутати'}, {'ORG': 'Парламент'}, {'ORG': 'Мінфіном'}, {'ORG': 'Державної податкової служби'}, {'DOC': 'Податкового кодексу'}, {'DOC': 'законопроект № 2029'}]"
4931e7d5698cb5717e35c3812dbf5be5a9b5a4b81638592602bed1f3cf87ecaf,"[{'PERS': 'Олена ТУРСЬКА'}, {'ORG': 'АТ «АГ»'}, {'ORG': 'Солодко і Партнери'}]"
4931e7d5698cb5717e35c3812dbf5be5a9b5a4b81638592602bed1f3cf87ecaf,"[{'JOB': 'платник єдиного податку', 'JOB': 'платник ПДВ'}, {'ORG': 'податкова служба'}]"
4931e7d5698cb5717e35c3812dbf5be5a9b5a4b81638592602bed1f3cf87ecaf,"[{'PERS': 'Олена Турська'}, {'JOB': 'юристи'}]"
4931e7d5698cb5717e35c3812dbf5be5a9b5a4b81638592602bed1f3cf87ecaf,"[{'JOB': 'мінфінівський'}, {'ORG': 'Закону «Про державну реєстрацію юридичних осіб та фізичних осіб-підприємців»'}, {'MISC': 'платникам податків'}]"
7261e630306cad5095c75c3444d7dc54952cd0f594ccad5903ac48e1ee12056a,"[{'ORG': 'ТОВ «Агробізнес ТСК»'}, {'PERS': 'Геннадій СВІРСЬКОГО'}]"
7261e630306cad5095c75c3444d7dc54952cd0f594ccad5903ac48e1ee12056a,"[{'JOB': 'фахівець із IT'}, {'PERS': 'Геннадій Свірський'}, {'ORG': 'ТОВ «Агробізнес ТСК»'}, {'LOC': 'Сумській області'}, {'DATE': '2012 року'}]"
7261e630306cad5095c75c3444d7dc54952cd0f594ccad5903ac48e1ee12056a,"[{'PERS': 'Геннадій Свірський'}, {'PERS': 'Іван Підгорський'}, {'PERS': 'Сергій СЛИЗЬКИЙ'}, {'ORG': 'обласного керівництва'}, {'ORG': 'Агробізес ТСК'}, {'ORG': 'Сумської облдержадміністрації'}, {'LOC': 'Недригайлівського району'}]"
2a4886ba8e84b6c0f099fd111ecd8d6ada8864c9d1a120883339f064676f7655,"[{'PERS': 'Олександр ПОПОВ'}, {'ORG': 'Архиматика'}, {'DATE': '2012'}]"
2a4886ba8e84b6c0f099fd111ecd8d6ada8864c9d1a120883339f064676f7655,"[{'ORG': 'забудовники'}, {'JOB': 'експерт'}, {'TIME': 'минулого року'}]"
2a4886ba8e84b6c0f099fd111ecd8d6ada8864c9d1a120883339f064676f7655,"[{'ORG': 'ТОВ «БВК «Компанія»'}, {'PERS': 'Федорченко'}, {'MONEY': '200 тис.'}, {'MONEY': '7-10 %'}]"
2a4886ba8e84b6c0f099fd111ecd8d6ada8864c9d1a120883339f064676f7655,"[{'PERS': 'Федорченко'}, {'PERS': 'Віталій АВРАМЕНКО'}, {'ORG': 'ТОВ «БВК»'}, {'ORG': '«Компанія»'}]"
167a800fc69b7eb16fd177b86e88abacea7c20b87ff79d30dc9b51827ee923bd,"[{'ORG': 'Міністерство охорони здоров\'я України'}, {'PERS': 'Роман БОГАЧОВ'}]"
167a800fc69b7eb16fd177b86e88abacea7c20b87ff79d30dc9b51827ee923bd,"[{'ORG': 'Міністерства охорони здоров’я'}, {'ORG': 'МОЗ України'}]"
167a800fc69b7eb16fd177b86e88abacea7c20b87ff79d30dc9b51827ee923bd,"[{'LOC': 'Вінницькій'}, {'LOC': 'Дніпропетровській'}, {'LOC': 'Донецькій'}, {'LOC': 'Києві'}]"
167a800fc69b7eb16fd177b86e88abacea7c20b87ff79d30dc9b51827ee923bd,"[{'ORG': 'Міністерство охорони здоров\'я України'}, {'ORG': 'Світовий банк'}, {'JOB': 'прес-службі'}]"
408a2cf9d7a70ab87154eae8bf7d0d48dfba307cd66c4c863975288d62b389a4,"[{'LOC': 'Сумської міської ради'}, {'PERS': 'Олексій МОВЧАН'}, {'LOC': 'Чернівців'}]"
408a2cf9d7a70ab87154eae8bf7d0d48dfba307cd66c4c863975288d62b389a4,"[{'PERS': 'Ольга БРАТУШКИ'}, {'PERS': 'Олексій Мовчан'}, {'JOB': 'начальник відділу охорони здоров’я'}, {'JOB': 'сімейні лікарі'}, {'JOB': 'фахівці сімейної медицини'}, {'LOC': 'Сумах'}]"
408a2cf9d7a70ab87154eae8bf7d0d48dfba307cd66c4c863975288d62b389a4,"[{'PERS': 'Ольга Братушка'}, {'LOC': 'Баранівці'}, {'LOC': 'Басах'}, {'LOC': 'Роменський мікрорайоні'}]"
17b01ff4a8d934b7179cb036676b75e6e5906d9e032342bac75e174a9c5922c0,"[{'ORG': 'adm-pl'}, {'LOC': 'Полтавщини'}, {'LOC': 'Донбасу'}, {'LOC': 'Криму'}, {'LOC': 'Нагірному Карабаху'}, {'ORG': 'gov'}, {'LOC': 'України'}]"
17b01ff4a8d934b7179cb036676b75e6e5906d9e032342bac75e174a9c5922c0,"[{'JOB': 'представник'}, {'ORG': 'Департаменту інформаційної діяльності та комунікацій із громадськістю', 'ORG': 'Полтавської облдержадміністрації', 'ORG': 'азербайджанської громади Полтавщини', 'ORG': 'Полтавська регіональна організація «Конгрес азербайджанців України»'}, {'PERS': 'Махмудов Тельман Зейнал Огли'}, {'LOC': 'Полтавської облдержадміністрації'}, {'LOC': 'Крим'}, {'LOC': 'Донбас'}]"
17b01ff4a8d934b7179cb036676b75e6e5906d9e032342bac75e174a9c5922c0,"[{'PERS': 'Махмудов'}, {'PERS': 'Петро I'}, {'PERS': 'Путін'}, {'LOC': 'Полтаву'}]"
17b01ff4a8d934b7179cb036676b75e6e5906d9e032342bac75e174a9c5922c0,"[{'ORG': 'азербайджанська діаспора'}, {'LOC': 'України'}, {'ORG': 'Азербайджанська громада'}, {'LOC': 'східних регіонів України'}]"
17b01ff4a8d934b7179cb036676b75e6e5906d9e032342bac75e174a9c5922c0,"[{'LOC': 'Полтава'}, {'PERS': 'азербайджанці'}, {'PERIOD': '40 років'}]"
2c3a58670950f58c92752017406148827d8a97de5d0958b8f1a3f935a655622e,"[{'ORG': 'ВФСТ «Колос» АПК України'}, {'LOC': 'Полтавської обласної організації'}, {'LOC': 'Розсошенці'}, {'LOC': 'Козельщинського району'}, {'LOC': 'Кременчуцького району'}, {'LOC': 'Полтавського району'}, {'LOC': 'Зіньківського району'}, {'LOC': 'Миргородського району'}]"
2c3a58670950f58c92752017406148827d8a97de5d0958b8f1a3f935a655622e,"[{'LOC': 'Полтавського району'}, {'LOC': 'Козельщини'}, {'LOC': 'Козельщинського'}, {'LOC': 'Кременчуцького районів'}]"
2c3a58670950f58c92752017406148827d8a97de5d0958b8f1a3f935a655622e,"[{'LOC': 'Козельщинські'}, {'LOC': 'кременчужани'}, {'LOC': 'Полтавського району'}, {'ORG': 'Команди Козельщанського району'}]"
2c3a58670950f58c92752017406148827d8a97de5d0958b8f1a3f935a655622e,"[{'LOC': 'Зіньківського району'}, {'LOC': 'миргородців'}, {'LOC': 'Козельщинського району'}, {'LOC': 'Миргородського району'}, {'LOC': 'Полтавського району'}, {'LOC': 'Зіньківського району'}, {'MISC': 'футболісти Зіньківського району'}, {'MISC': 'аматори Козельщинського району'}, {'MISC': 'суперників із Миргородського району'}, {'MISC': 'футболістами Полтавського району'}, {'MISC': 'футболісти Зіньківського району'}]"
2c3a58670950f58c92752017406148827d8a97de5d0958b8f1a3f935a655622e,"[{'LOC': 'Полтавців'}, {'LOC': 'Зіньківчани'}, {'ORG': 'Полтавського району'}, {'ORG': 'Зіньківського району'}, {'ORG': 'Козельщинського району'}, {'ORG': 'ВФСТ «Колос» АПК України'}]"
5f922193760f19b79419c803b88cf4a93d91fa02d46b64554c327bbd621e7e8c,"[{'PERS': 'Тарас Шевченко'}, {'PERS': 'Вільям Шекспір'}, {'DATE': '200-р іччям'}, {'DATE': '450-р іччям'}, {'DATE': '26 квітня 1564 року'}, {'LOC': 'Полтава'}, {'ORG': '«Книголюби»'}]"
5f922193760f19b79419c803b88cf4a93d91fa02d46b64554c327bbd621e7e8c,"[{'PERS': 'Тарас Шевченко'}, {'PERS': 'Вільям Шекспір'}, {'LOC': 'України'}, {'LOC': 'Англії'}, {'LOC': 'Росії'}, {'TIME': 'епоху розквіту'}, {'TIME': 'підйому в Англії'}, {'TIME': '250 років'}]"
5f922193760f19b79419c803b88cf4a93d91fa02d46b64554c327bbd621e7e8c,"[{'PERS': 'Тарас Шевченко'}, {'PERS': 'Шекспір'}, {'PERS': 'Емілія Бассано Ланьєр'}]"
5f922193760f19b79419c803b88cf4a93d91fa02d46b64554c327bbd621e7e8c,[{'PERS': 'Шекспір'}]
5f922193760f19b79419c803b88cf4a93d91fa02d46b64554c327bbd621e7e8c,"[{'PERS': 'Емілія'}, {'TIME': 'три роки'}]"
5f922193760f19b79419c803b88cf4a93d91fa02d46b64554c327bbd621e7e8c,[{'PERS': 'Шекспір'}]
c36926a33ddd38619e85433da198da66f6f93eacf67e34bacd3344721a001f94,"[{'DATE': '20 жовтня'}, {'LOC': 'житомирському спорткомплексі'}, {'LOC': 'Житомира'}, {'ORG': 'Динамо'}, {'ORG': 'Медик'}, {'ORG': 'Візаж'}, {'JOB': 'капітан'}, {'PERS': 'Роман Трохліб'}]"
c36926a33ddd38619e85433da198da66f6f93eacf67e34bacd3344721a001f94,"[{'PERS': 'Сергій Бабіков'}, {'PERS': 'Віктор Таран'}, {'PERS': 'Петро Білий'}, {'PERS': 'Томаш Сицинский'}, {'ORG': 'Асоціації міні-футболу України'}, {'ORG': 'Федерації футзалу (міні-футболу) міста Житомира'}, {'ORG': 'Житомирської обласної федерації футболу'}, {'LOC': 'Житомирі'}]"
c36926a33ddd38619e85433da198da66f6f93eacf67e34bacd3344721a001f94,"[{'ORG': '«Візаж»'}, {'ORG': '«Медик»'}, {'PERS': 'Сергій Бабіков'}, {'ORG': '«Дасна-Кофеджіо»'}, {'ORG': '«Брейн»'}, {'MISC': 'вищої ліги'}]"
c36926a33ddd38619e85433da198da66f6f93eacf67e34bacd3344721a001f94,"[{'ORG': 'Молокія'}, {'ORG': 'ІнБеву-2'}, {'ORG': 'Галант-МТС'}, {'ORG': 'Корбутівку'}, {'ORG': 'Аматорської футзальної ліги України'}]"
84f6863bc467555c996832f6043527df90d4e34c252a41045c6d813180cd0a9a,"[{'DATE': '15 грудня 2013 року'}, {'DATE': '13 по 15 грудня'}, {'LOC': 'Брест'}, {'LOC': 'Ліда'}, {'LOC': 'Мінськ'}, {'LOC': 'Білорусь'}, {'LOC': 'Кишинева'}, {'LOC': 'Молдова'}, {'LOC': 'Москви'}, {'LOC': 'Російська Федерація'}, {'LOC': 'Житомира'}, {'LOC': 'Києва'}, {'LOC': 'Львова'}, {'LOC': 'Луцька'}]"
84f6863bc467555c996832f6043527df90d4e34c252a41045c6d813180cd0a9a,"[{'PERS': 'Луцька Юрій Нечай'}, {'LOC': 'Луцька'}]"
84f6863bc467555c996832f6043527df90d4e34c252a41045c6d813180cd0a9a,"[{'JOB': 'Тренер'}, {'PERS': 'Ігор Коско'}, {'ORG': '«Сокіл-Ліда»'}, {'LOC': 'Білорусь'}, {'LOC': 'Музей космонавтики ім. С.П. Корольова'}, {'DATE': '14 грудня'}]"
84f6863bc467555c996832f6043527df90d4e34c252a41045c6d813180cd0a9a,"[{'LOC': 'Києва'}, {'LOC': 'Луцька'}, {'LOC': 'Кишинева'}, {'ORG': 'Ветеран'}, {'ORG': 'Мінськ-Брест'}]"
84f6863bc467555c996832f6043527df90d4e34c252a41045c6d813180cd0a9a,"[{'LOC': 'Житомира'}, {'ORG': 'управління сім’ї молоді та спорту Житомирської міської ради'}, {'PERS': 'Олена Сарно'}]"
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,[{'PERS': 'Кіяновська'}]
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,"[{'PERS': 'Маріанна Кіяновська'}, {'ORG': 'премія «Великий Їжак»'}, {'ART': '«Стежка вздовж ріки»'}, {'ART': '«ДО ЕР»'}, {'ART': '«373»'}, {'ART': '«Інкарнації»'}]"
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,"[{'PERS': 'Кіяновської'}, {'DATE': '1989 року'}, {'DATE': '1988 року'}, {'DATE': '1997 року'}]"
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,"[{'PERS': 'Юрко Бедрик'}, {'ART': 'Інкарнації'}, {'ART': 'Товариство Усамітнених Графоманів'}]"
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,[{'PERS': 'Кіяновська'}]
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,"[{'ART': '«Книга Адама»', 'ART': '«Міфотворення»', 'ART': '«Звичайна мова»', 'ART': 'речами в собі»'}, {'PERS': 'Адам'}]"
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,"[{'MISC': 'ДОЕР'}, {'MISC': '373'}, {'MONEY': '373 Kelvin'}]"
2367c3441c62b9d663d27b61a2de386242690e334db0e36e9f26abba044358e6,"[{'PERS': 'Жадан'}, {'PERS': 'Бабкіна'}, {'PERS': 'Калитко'}, {'PERS': 'Шувалова'}]"
